"Year","HS Code","HS Description","Destination","Quantity","Unit","Net Mass (Kg)","FOB Value (ETB)","FOB Value (USD)"
"1997","09011100","Coffee, not roasted or decaffeinated","United Germany","","","36179290.0","759510942.0","113160544.4"
"1997","09011100","Coffee, not roasted or decaffeinated","United States","","","19743540.0","421126672.0","62744222.41"
"1997","09011100","Coffee, not roasted or decaffeinated","Japan","","","18505420.0","411000398.0","61235495.4"
"1997","09011100","Coffee, not roasted or decaffeinated","Saudi Arabia","","","11666900.0","287316399.0","42807652.05"
"1997","14049000","Vegetable products, nes","Djibouti","","","5822233.0","260925420.5","38875625.09"
"1997","09011100","Coffee, not roasted or decaffeinated","Belgium","","","6377100.0","130762213.0","19482435.86"
"1997","09011100","Coffee, not roasted or decaffeinated","France","","","5652240.0","115755811.0","17246612.09"
"1997","09011100","Coffee, not roasted or decaffeinated","Italy","","","4524060.0","109182759.0","16267284.34"
"1997","09011100","Coffee, not roasted or decaffeinated","Poland","","","5032080.0","97588685.0","14539867.84"
"1997","41031000","Hides and skins of goats or kids, fresh or preserved, not tanned","Italy","","","3040417.0","90887120.0","13541392.77"
"1997","41051900","Sheep or lamb skin leather, (excl. Further prepared), nes","Italy","","","1326588.0","82788091.0","12334707.68"
"1997","10059000","Maize (excl. Seed)","Kenya","","","60630800.0","76265305.0","11362869.13"
"1997","12074000","Sesamum seeds","Jordan","","","9940708.0","61269495.0","9128623.47"
"1997","41051900","Sheep or lamb skin leather, (excl. Further prepared), nes","Great Britain","","","817079.0","58304303.0","8686835.57"
"1997","12074000","Sesamum seeds","Egypt","","","13154310.0","56809351.0","8464100.69"
"1997","12074000","Sesamum seeds","Switzerland","","","6358704.0","36496541.0","5437668.14"
"1997","07133300","Dried kidney beans, incl. White pea beans, shelled","Algeria","","","8465604.0","32244313.0","4804123.04"
"1997","09011100","Coffee, not roasted or decaffeinated","Netherlands","","","1440000.0","28673683.0","4272130.13"
"1997","12074000","Sesamum seeds","Greece","","","6580490.0","27875623.0","4153226.11"
"1997","09011100","Coffee, not roasted or decaffeinated","Spain","","","1296000.0","27054074.0","4030822.43"
"1997","41051900","Sheep or lamb skin leather, (excl. Further prepared), nes","Malaysia","","","363002.0","24649573.0","3672572.63"
