"Year","HS Code","HS Description","Destination","Quantity","Unit","Net Mass (Kg)","FOB Value (ETB)","FOB Value (USD)"
"2003","14049000","Vegetable products, nes","Djibouti","","","7431142.0","958933524.2","111505194.7"
"2003","09011100","Coffee, not roasted or decaffeinated","United Germany","","","39907620.0","453354870.2","52716295.56"
"2003","14049000","Vegetable products, nes","Somalia","","","14826992.0","374770920.4","43578520.73"
"2003","09011100","Coffee, not roasted or decaffeinated","Japan","","","31392321.0","335007173.9","38954775.51"
"2003","09011100","Coffee, not roasted or decaffeinated","Saudi Arabia","","","18560760.0","236554282.6","27506631.77"
"2003","09011100","Coffee, not roasted or decaffeinated","Italy","","","6323606.0","92538018.86","10760359.87"
"2003","09011100","Coffee, not roasted or decaffeinated","United States","","","5390055.0","86901428.66","10104934.79"
"2003","12074000","Sesamum seeds","Israel","","","14599605.0","86235000.99","10027442.29"
"2003","09011100","Coffee, not roasted or decaffeinated","Belgium","","","8456900.0","85218639.55","9909259.36"
"2003","17011100","Raw cane sugar, in solid form","Portugal","","","16000000.0","84089560.32","9777969.55"
"2003","12079900","Other oil seeds and oleaginous fruits, nes","United States","","","17528948.0","78338996.62","9109291.58"
"2003","12074000","Sesamum seeds","Turkey","","","11722562.0","69268801.31","8054605.44"
"2003","09011100","Coffee, not roasted or decaffeinated","France","","","6990960.0","67652313.35","7866639.54"
"2003","71081300","Semi-manufactured gold (incl. Gold plated with platinum), non-monetary","Switzerland","","","909.0","66689196.24","7754647.87"
"2003","41051900","Sheep or lamb skin leather, (excl. Further prepared), nes","Italy","","","861037.0","60010832.09","6978084.87"
"2003","12074000","Sesamum seeds","Yemen","","","9998684.0","57439274.64","6679063.09"
"2003","07135000","Dried broad beans and horse beans, shelled","Sudan","","","16351169.0","44309584.81","5152337.21"
"2003","41051100","Sheep, lamb skin leather, vegetable pre-tanned (excl. Further prepared)","Great Britain","","","453873.0","44012527.52","5117795.27"
"2003","41061100","Goat or kid skin leather, vegetable pre-tanned, (excl. Further prepared)","Italy","","","1440000.0","43211440.4","5024644.52"
"2003","12074000","Sesamum seeds","Jordan","","","6322093.0","38453362.65","4471373.23"
"2003","52030000","Cotton, carded or combed","Switzerland","","","3587903.0","35871742.05","4171181.3"
"2003","17011100","Raw cane sugar, in solid form","Djibouti","","","17500000.0","35063321.81","4077177.85"
"2003","71141910","---precious metal ...not plated or clad with precious metal;hand made","Switzerland","","","488.0","34605280.6","4023916.63"
"2003","12074000","Sesamum seeds","Saudi Arabia","","","5515874.0","32691933.39","3801431.81"
"2003","09011100","Coffee, not roasted or decaffeinated","Switzerland","","","3057600.0","31060225.83","3611696.16"
"2003","41061900","Goat or kid skin leather, (excl. Further prepared)","Italy","","","777121.0","28659097.27","3332491.92"
"2003","41051900","Sheep or lamb skin leather, (excl. Further prepared), nes","Great Britain","","","309243.0","28650082.91","3331443.73"
"2003","10089000","Other cereal, nes","Yemen","","","3766085.0","27190601.38","3161734.6"
"2003","10089000","Other cereal, nes","Israel","","","3453201.0","27148890.75","3156884.47"
"2003","02045000","Fresh, chilled or frozen goat meat","United Arab Emirates","","","1701339.0","24628564.74","2863819.9"
"2003","12074000","Sesamum seeds","Japan","","","3885598.0","22472020.47","2613056.02"
"2003","52121400","Coloured woven fabrics of cotton, =<200g/m2, nes","Belgium","","","776755.0","21146166.68","2458885.18"
"2003","41051100","Sheep, lamb skin leather, vegetable pre-tanned (excl. Further prepared)","Italy","","","387605.0","19700543.93","2290787.56"
"2003","14049000","Vegetable products, nes","Great Britain","","","94323.0","18437981.16","2143976.23"
"2003","09011100","Coffee, not roasted or decaffeinated","Netherlands","","","1962600.0","17756078.43","2064684.29"
"2003","52030000","Cotton, carded or combed","Oman","","","1924933.0","17755289.67","2064592.57"
"2003","10089000","Other cereal, nes","Djibouti","","","2151354.0","17539512.98","2039501.97"
"2003","71142000","Articles of goldsmiths'... Wares of base metal clad with precious metal","Switzerland","","","218.0","17227168.68","2003182.44"
"2003","12074000","Sesamum seeds","Switzerland","","","3171136.0","17026217.09","1979815.71"
"2003","09011100","Coffee, not roasted or decaffeinated","Sweden","","","1337100.0","16229880.5","1887217.35"
"2003","52030000","Cotton, carded or combed","Turkey","","","1727631.0","15955862.75","1855354.45"
"2003","41051100","Sheep, lamb skin leather, vegetable pre-tanned (excl. Further prepared)","India","","","169703.0","15831848.38","1840934.01"
"2003","02041000","Fresh or chilled lamb carcasses and half carcasses","Saudi Arabia","","","792967.0","15798163.35","1837017.1"
"2003","07133300","Dried kidney beans, incl. White pea beans, shelled","India","","","5778630.0","15648880.17","1819658.39"
"2003","09011100","Coffee, not roasted or decaffeinated","Great Britain","","","1148700.0","15260115.44","1774452.66"
"2003","12074000","Sesamum seeds","Greece","","","3101428.0","15221170.89","1769924.17"
"2003","17011100","Raw cane sugar, in solid form","United Arab Emirates","","","7500000.0","14830146.0","1724455.63"
"2003","07133300","Dried kidney beans, incl. White pea beans, shelled","Yemen","","","5224744.0","14013811.58","1629531.92"
"2003","09011100","Coffee, not roasted or decaffeinated","Poland","","","1530000.0","13566377.14","1577504.06"
"2003","09011100","Coffee, not roasted or decaffeinated","Canada","","","1112400.0","13458681.84","1564981.2"
"2003","12074000","Sesamum seeds","Egypt","","","2587000.0","13028780.4","1514992.08"
"2003","09011100","Coffee, not roasted or decaffeinated","Norway","","","846000.0","12220181.38","1420967.85"
"2003","41051900","Sheep or lamb skin leather, (excl. Further prepared), nes","China","","","124645.0","12189322.19","1417379.53"
"2003","41051100","Sheep, lamb skin leather, vegetable pre-tanned (excl. Further prepared)","Japan","","","129197.0","12107112.3","1407820.13"
"2003","52030000","Cotton, carded or combed","Taiwan Province of China","","","1266428.0","11692300.24","1359585.6"
"2003","09019000","Coffee husks and skins,coffee substitutes containing coffee","United Germany","","","1206000.0","11454300.95","1331910.95"
"2003","12074000","Sesamum seeds","United Arab Emirates","","","2025891.0","11312524.31","1315425.1"
"2003","41051900","Sheep or lamb skin leather, (excl. Further prepared), nes","India","","","148582.0","10746394.04","1249595.23"
"2003","07019000","Other potatoes, fresh or chilled","Djibouti","","","5539940.0","10657784.79","1239291.71"
"2003","26159000","Niobium, tantalum and vanadium ores and concentrates","China","","","30100.0","10561318.21","1228074.54"
"2003","52081200","Unbleached plain cotton weave, with >=85% cotton, >100g/m2 but < 200g/m2","Italy","","","1601170.0","10330445.35","1201228.54"
"2003","10089000","Other cereal, nes","United Arab Emirates","","","1433000.0","10192784.54","1185221.29"
"2003","12074000","Sesamum seeds","Netherlands","","","1598902.0","10185879.48","1184418.36"
"2003","41042100","Bovine leather, vegetable pre-tanned (excl. Further prepared)","Hong Kong","","","1419254.0","10104326.83","1174935.39"
"2003","13019000","Natural gums,resins,gum-resins,natural oleor'ins/balsams (excl. Gumarabi","United Arab Emirates","","","613121.0","9882999.59","1149199.36"
"2003","41061900","Goat or kid skin leather, (excl. Further prepared)","Great Britain","","","94891.0","9697324.6","1127609.0"
"2003","12074000","Sesamum seeds","Great Britain","","","1500000.0","9453988.5","1099313.77"
"2003","41051100","Sheep, lamb skin leather, vegetable pre-tanned (excl. Further prepared)","Malaysia","","","115432.0","9331785.7","1085103.98"
"2003","41061200","Goat or kid skin leather, pre-tanned, (excl. Further prepared)","Italy","","","278354.0","9307079.62","1082231.14"
"2003","41041000","Whole bovine skin leather, of surface area =<2.6m2","China","","","1255125.0","9261410.13","1076920.68"
"2003","26159000","Niobium, tantalum and vanadium ores and concentrates","South Africa","","","30294.0","9210358.44","1070984.36"
"2003","09011100","Coffee, not roasted or decaffeinated","Australia","","","835806.0","9096825.31","1057782.68"
"2003","07031000","Onions and shallots, fresh or chilled","Djibouti","","","4274535.0","8340910.33","969884.57"
"2003","41051900","Sheep or lamb skin leather, (excl. Further prepared), nes","Indonesia","","","115175.0","8274996.45","962220.08"
"2003","41051900","Sheep or lamb skin leather, (excl. Further prepared), nes","Malaysia","","","96110.0","8263548.15","960888.86"
"2003","06049900","Parts of plants, without flowers or buds, for ornamental purposes","United Arab Emirates","","","24765.0","8224908.89","956395.88"
"2003","07133300","Dried kidney beans, incl. White pea beans, shelled","Great Britain","","","2930248.0","8132268.14","945623.57"
"2003","41041000","Whole bovine skin leather, of surface area =<2.6m2","Italy","","","540241.0","8099846.07","941853.52"
"2003","07020000","Tomatoes fresh or chilled","Djibouti","","","3308951.0","8093563.26","941122.95"
"2003","09011100","Coffee, not roasted or decaffeinated","Yemen","","","650953.0","8068607.18","938221.05"
"2003","52081200","Unbleached plain cotton weave, with >=85% cotton, >100g/m2 but < 200g/m2","Belgium","","","1496364.0","7758658.23","902180.05"
"2003","07133100","Dried beans, shelled","Sudan","","","2980276.0","7606422.7","884478.04"
"2003","09011100","Coffee, not roasted or decaffeinated","United Arab Emirates","","","661800.0","7599696.69","883695.94"
