"Year","HS Code","HS Description","Destination","Quantity","Unit","Net Mass (Kg)","FOB Value (ETB)","FOB Value (USD)"
"2001","14049000","Vegetable products, nes","Djibouti","","","5075764.0","322820306.1","38165195.5"
"2001","09011100","Coffee, not roasted or decaffeinated","Japan","18000.0","","23441210.0","297171978.3","35132940.63"
"2001","09011100","Coffee, not roasted or decaffeinated","Saudi Arabia","","","17761020.0","295684449.2","34957078.58"
"2001","71081300","Semi-manufactured gold (incl. Gold plated with platinum), non-monetary","Switzerland","","","4331.0","253862364.8","30012693.13"
"2001","09011100","Coffee, not roasted or decaffeinated","United Germany","37500.0","","11019000.0","163892116.2","19376026.03"
"2001","09011100","Coffee, not roasted or decaffeinated","Djibouti","","","9291300.0","126551035.2","14961403.94"
"2001","14049000","Vegetable products, nes","Somalia","","","4577323.0","113290923.6","13393736.9"
"2001","09011100","Coffee, not roasted or decaffeinated","France","","","7887000.0","99265856.92","11735633.61"
"2001","41011000","Whole hides and skins of bovine animals, =<8kg dried..., etc","Italy","","","420364.0","93399849.26","11042129.13"
"2001","10089000","Other cereal, nes","Iceland","","","713906.0","92512840.54","10937263.17"
"2001","12074000","Sesamum seeds","Israel","","","18646789.0","86852908.35","10268121.81"
"2001","12079900","Other oil seeds and oleaginous fruits, nes","United States","","","22722867.0","81162742.55","9595406.11"
"2001","26159000","Niobium, tantalum and vanadium ores and concentrates","Thailand","","","20187.0","69141615.41","8174217.11"
"2001","09011100","Coffee, not roasted or decaffeinated","United States","","","3577740.0","64659293.09","7644297.82"
"2001","41061900","Goat or kid skin leather, (excl. Further prepared)","Italy","","","1582595.0","59816101.44","7071715.01"
"2001","09011100","Coffee, not roasted or decaffeinated","Italy","","","3584000.0","58604557.96","6928481.17"
"2001","41051900","Sheep or lamb skin leather, (excl. Further prepared), nes","Great Britain","","","484071.0","53344402.35","6306603.1"
"2001","07132000","Dried chickpeas, shelled","India","","","21586908.0","52469477.55","6203165.76"
"2001","41051900","Sheep or lamb skin leather, (excl. Further prepared), nes","Italy","","","1195514.0","50353944.91","5953058.45"
"2001","71081300","Semi-manufactured gold (incl. Gold plated with platinum), non-monetary","United Germany","","","692.0","40693953.78","4811013.04"
"2001","09011100","Coffee, not roasted or decaffeinated","Belgium","","","3078600.0","39193513.17","4633624.54"
"2001","26159000","Niobium, tantalum and vanadium ores and concentrates","Belgium","","","40374.0","33304137.0","3937357.33"
"2001","52030000","Cotton, carded or combed","India","","","3574274.0","32027935.92","3786479.39"
"2001","12074000","Sesamum seeds","Yemen","","","6140472.0","26972175.14","3188765.76"
"2001","10089000","Other cereal, nes","Israel","","","2804848.0","24625473.59","2911328.67"
"2001","41051900","Sheep or lamb skin leather, (excl. Further prepared), nes","India","","","438442.0","22963853.77","2714884.88"
"2001","12074000","Sesamum seeds","Japan","","","3902017.0","19820265.47","2343236.45"
"2001","41061900","Goat or kid skin leather, (excl. Further prepared)","India","","","631518.0","18520722.34","2189598.91"
"2001","14049000","Vegetable products, nes","Great Britain","","","85193.0","16560010.65","1957795.19"
"2001","10089000","Other cereal, nes","United Arab Emirates","","","1942186.0","16465573.43","1946630.42"
"2001","12074000","Sesamum seeds","Egypt","","","3576980.0","16431525.99","1942605.19"
"2001","41022100","Pickled skins of sheep or lambs, without wool, not tanned","Great Britain","","","107211.0","15992764.5","1890732.93"
"2001","41022100","Pickled skins of sheep or lambs, without wool, not tanned","China","","","67196.0","15700395.81","1856167.86"
"2001","41061900","Goat or kid skin leather, (excl. Further prepared)","Great Britain","","","178562.0","15306631.94","1809615.41"
"2001","87042300","Goods vehicles, with diesel or semi-diesel engines, gvw >20tonnes","Pakistan","70.0","No.","462000.0","15122450.0","1787840.63"
"2001","10089000","Other cereal, nes","Djibouti","","","3803044.0","14680802.0","1735627.12"
"2001","07133300","Dried kidney beans, incl. White pea beans, shelled","United Germany","","","5629341.0","14500361.61","1714294.69"
"2001","09011100","Coffee, not roasted or decaffeinated","Canada","","","921682.0","14258406.13","1685689.68"
"2001","84122900","Hydraulic power engines and motors (excl. Linear acting)","China","61.0","No.","319811.0","14067470.41","1663116.44"
"2001","41061900","Goat or kid skin leather, (excl. Further prepared)","Djibouti","","","249895.0","12586992.3","1488087.99"
"2001","41051100","Sheep, lamb skin leather, vegetable pre-tanned (excl. Further prepared)","Great Britain","","","129913.0","12578904.58","1487131.83"
"2001","41022100","Pickled skins of sheep or lambs, without wool, not tanned","Italy","","","116815.0","12532864.58","1481688.78"
"2001","41051900","Sheep or lamb skin leather, (excl. Further prepared), nes","Indonesia","","","120736.0","12317335.0","1456207.96"
"2001","09011100","Coffee, not roasted or decaffeinated","Greece","","","719400.0","12094867.44","1429906.89"
"2001","07102200","Shelled or unshelled beans, frozen","Netherlands","","","866728.0","12090350.86","1429372.92"
"2001","07019000","Other potatoes, fresh or chilled","Djibouti","","","5058544.0","11955489.1","1413428.99"
"2001","41061100","Goat or kid skin leather, vegetable pre-tanned, (excl. Further prepared)","Italy","","","448786.0","11851993.04","1401193.24"
"2001","07133300","Dried kidney beans, incl. White pea beans, shelled","Morocco","","","4688520.0","11790135.26","1393880.15"
"2001","84304100","Self-propelled boring or sinking machinery","China","","","322521.0","11444221.47","1352984.75"
"2001","41051900","Sheep or lamb skin leather, (excl. Further prepared), nes","Spain","","","128300.0","11318889.35","1338167.45"
"2001","07133300","Dried kidney beans, incl. White pea beans, shelled","Yemen","","","4278322.0","11292696.98","1335070.87"
"2001","41039000","Other hides and skins, fresh or preserved, not tanned, nes","Italy","","","339294.0","11173769.22","1321010.73"
"2001","09011100","Coffee, not roasted or decaffeinated","Switzerland","","","721800.0","10941880.49","1293595.85"
"2001","52030000","Cotton, carded or combed","Pakistan","","","1182876.0","10878200.66","1286067.35"
"2001","09011100","Coffee, not roasted or decaffeinated","Great Britain","","","720300.0","10620592.91","1255611.86"
"2001","07133300","Dried kidney beans, incl. White pea beans, shelled","Netherlands","","","3965018.0","10588126.56","1251773.55"
"2001","41031000","Hides and skins of goats or kids, fresh or preserved, not tanned","Italy","","","215600.0","10365099.25","1225406.31"
"2001","12074000","Sesamum seeds","Djibouti","","","1224505.0","10194382.94","1205223.5"
"2001","12074000","Sesamum seeds","Jordan","","","2082716.0","9865396.3","1166329.29"
"2001","12074000","Sesamum seeds","Switzerland","","","1952700.0","9798350.52","1158402.85"
"2001","41051900","Sheep or lamb skin leather, (excl. Further prepared), nes","Malaysia","","","99295.0","9788000.95","1157179.28"
"2001","41051900","Sheep or lamb skin leather, (excl. Further prepared), nes","Djibouti","","","222107.0","9758194.08","1153655.39"
"2001","41022100","Pickled skins of sheep or lambs, without wool, not tanned","Djibouti","","","83386.0","9730241.82","1150350.75"
"2001","09011100","Coffee, not roasted or decaffeinated","Swaziland","","","564000.0","9468958.4","1119460.71"
"2001","41022100","Pickled skins of sheep or lambs, without wool, not tanned","India","","","150182.0","9379740.45","1108912.98"
"2001","12079900","Other oil seeds and oleaginous fruits, nes","Singapore","","","2675105.0","9376079.45","1108480.16"
"2001","41012100","Whole hides and skins of bovine animals, nes, fresh or wet-salted","Italy","","","255946.0","9349228.77","1105305.76"
"2001","07132000","Dried chickpeas, shelled","United Arab Emirates","","","3113928.0","9025307.03","1067010.35"
"2001","09011100","Coffee, not roasted or decaffeinated","Yemen","","","514800.0","8558862.56","1011865.29"
"2001","41022100","Pickled skins of sheep or lambs, without wool, not tanned","Thailand","","","64665.0","8200943.68","969550.59"
"2001","41042900","Other bovine and equine leather, tanned (excl. Leather of 41.08, 41.09)","Italy","","","592236.0","8056119.97","952428.91"
"2001","41051100","Sheep, lamb skin leather, vegetable pre-tanned (excl. Further prepared)","Italy","","","92832.0","7509080.37","887755.56"
"2001","12079900","Other oil seeds and oleaginous fruits, nes","Djibouti","","","1906735.0","7452616.05","881080.1"
"2001","09011100","Coffee, not roasted or decaffeinated","Israel","","","810000.0","7289834.29","861835.35"
"2001","07020000","Tomatoes fresh or chilled","Djibouti","","","2868837.0","7158749.8","846337.98"
"2001","12074000","Sesamum seeds","Panama","","","1545920.0","7088614.32","838046.26"
